AGS,Ort,2_Stimmen AfD,2_Stimmen CDU,2_Stimmen Die Linke,2_Stimmen FDP,2_Stimmen Grüne,2_Stimmen SPD,2_Stimmen Ungültige Stimmen,2_Stimmen andere Parteien,2_Stimmen gültige Stimmen,2_Anteil AfD,2_Anteil CDU,2_Anteil Die Linke,2_Anteil FDP,2_Anteil Grüne,2_Anteil SPD,2_Anteil Ungültige Stimmen,2_Anteil andere Parteien,2_Anteil gültige Stimmen,WKNr,Stimmen Wahlberechtigte,Stimmen Wähler,Anteil Wahlberechtigte,Anteil Wähler,Wahl,WK-Nr,WK-Name,Ebene,Ortname,Briefwahl_Sonderfall,Wahlberechtigte,Wähler,ungültige_1,gültige_1,CDU_1,DIE LINKE_1,SPD_1,AfD_1,GRÜNE_1,NPD_1,FDP_1,PIRATEN_1,FREIE WÄHLER_1,BüSo_1,MLPD_1,ÖDP_1,Die PARTEI_1,Bürgerkandidat_1,Der Auserwählte_1,Heimat Region Zwickau_1,Held_1,Hoyer_1,Internationalistisch. Bündnis_1,RINK_1,SGP_1,Wir sind LEIPZIGER_1,ungültige_2,gültige_2,CDU_2,DIE LINKE_2,SPD_2,AfD_2,GRÜNE_2,NPD_2,FDP_2,PIRATEN_2,FREIE WÄHLER_2,BüSo_2,MLPD_2,BGE_2,DiB_2,ÖDP_2,Die PARTEI_2,Tierschutzpartei_2,V-Partei³_2,2_Gewinner
14627130,"Lommatzsch, Stadt",654,330,328,253,54,661,22,363,2643,24.7,12.5,12.4,9.6,2.0,25.0,0.8,13.7,99.2,155,4057,2665,100.0,65.7,BW17,155,Meißen,GE,"Lommatzsch, Stadt",,4226,3047,47,3000,1195,352,295,846,67,46,180,x,x,19,x,x,x,x,x,x,x,x,x,x,x,x,54,2993,907,382,269,898,63,51,285,6,45,7,1,9,2,3,28,29,8,SPD
14627140,"Meißen, Stadt",4078,2048,2051,1378,638,4124,158,2010,16327,25.0,12.5,12.6,8.4,3.9,25.3,1.0,12.3,99.0,155,22781,16485,100.0,72.4,BW17,155,Meißen,GE,"Meißen, Stadt",,22891,15736,233,15503,5292,2251,1485,4816,547,191,810,x,x,111,x,x,x,x,x,x,x,x,x,x,x,x,236,15500,3737,2277,1391,5076,609,240,1307,70,140,27,10,107,38,47,171,224,29,SPD
14627150,Moritzburg,1234,618,608,542,236,1232,52,422,4892,25.2,12.6,12.4,11.1,4.8,25.2,1.1,8.6,98.9,155,6798,4944,100.0,72.7,BW17,155,Meißen,GE,Moritzburg,,6703,5510,61,5449,2054,615,488,1656,211,43,340,x,x,42,x,x,x,x,x,x,x,x,x,x,x,x,61,5449,1409,644,457,1743,265,56,604,15,59,8,3,17,9,14,62,78,6,AfD
14627170,Niederau,647,324,312,200,69,647,21,344,2543,25.4,12.7,12.3,7.9,2.7,25.4,0.8,13.5,99.2,155,3295,2564,100.0,77.8,BW17,155,Meißen,GE,Niederau,,3187,2645,30,2615,828,312,210,1023,63,24,133,x,x,22,x,x,x,x,x,x,x,x,x,x,x,x,25,2620,561,329,199,1067,70,33,209,16,41,3,3,13,2,4,23,46,1,AfD
14627180,"Nossen, Stadt",1482,744,754,508,205,1506,66,758,5957,24.9,12.5,12.7,8.5,3.4,25.3,1.1,12.7,98.9,155,8623,6023,100.0,69.8,BW17,155,Meißen,GE,"Nossen, Stadt",,8821,6476,88,6388,2356,741,562,2134,178,45,336,x,x,36,x,x,x,x,x,x,x,x,x,x,x,x,98,6378,1791,728,536,2219,219,64,536,25,55,9,6,15,12,28,32,95,8,SPD
14627190,Nünchritz,799,399,395,237,45,785,30,523,3183,25.1,12.5,12.4,7.4,1.4,24.7,0.9,16.4,99.1,155,4667,3213,100.0,68.8,BW17,155,Meißen,GE,Nünchritz,J,4756,3970,52,3918,1454,559,407,1146,77,53,182,x,x,40,x,x,x,x,x,x,x,x,x,x,x,x,45,3925,1116,576,393,1244,59,60,300,7,38,14,3,20,10,3,32,38,12,AfD
14627200,Priestewitz,424,211,208,127,47,425,16,247,1689,25.1,12.5,12.3,7.5,2.8,25.2,0.9,14.6,99.1,155,2535,1705,100.0,67.3,BW17,155,Meißen,GE,Priestewitz,,2561,1693,24,1669,675,177,119,547,41,21,78,x,x,11,x,x,x,x,x,x,x,x,x,x,x,x,24,1669,508,194,106,607,47,21,117,5,20,3,0,4,2,2,11,21,1,SPD
14627210,"Radebeul, Stadt",4650,2348,2336,2182,1379,4621,175,1069,18585,25.0,12.6,12.6,11.7,7.4,24.9,0.9,5.8,99.1,155,33134,18760,100.0,56.6,BW17,155,Meißen,GE,"Radebeul, Stadt",,27349,22470,261,22209,8829,2880,2159,5176,1374,140,1416,x,x,235,x,x,x,x,x,x,x,x,x,x,x,x,210,22260,6029,2939,1973,5605,1656,152,2594,82,285,55,14,105,69,81,303,277,41,AfD
14627220,"Radeburg, Stadt",1011,503,510,345,117,994,44,591,4071,24.8,12.4,12.5,8.5,2.9,24.4,1.1,14.5,98.9,155,5973,4115,100.0,68.9,BW17,155,Meißen,GE,"Radeburg, Stadt",,6068,4830,61,4769,1829,542,387,1533,139,54,248,x,x,37,x,x,x,x,x,x,x,x,x,x,x,x,70,4760,1327,609,358,1628,137,53,406,29,46,10,3,10,7,16,46,68,7,AfD
14627230,"Riesa, Stadt",1684,1205,1475,1305,1410,1355,14,15415,23849,7.1,5.1,6.2,5.5,5.9,5.7,0.1,64.6,99.9,155,24728,23863,100.0,96.5,BW17,155,Meißen,GE,"Riesa, Stadt",,26152,17981,283,17698,6268,2737,1766,5100,554,338,812,x,x,123,x,x,x,x,x,x,x,x,x,x,x,x,293,17688,4504,2896,1847,5454,424,402,1341,61,154,33,18,77,34,22,140,246,35,AfD
14627240,Röderaue,324,159,157,78,24,321,8,226,1289,25.1,12.3,12.2,6.1,1.9,24.9,0.6,17.5,99.4,155,2223,1297,100.0,58.3,BW17,155,Meißen,GE,Röderaue,J,2317,1975,21,1954,740,231,193,633,41,23,75,x,x,18,x,x,x,x,x,x,x,x,x,x,x,x,23,1952,575,258,199,666,36,28,121,1,19,7,3,8,2,3,7,17,2,AfD
14627250,Schönfeld,294,144,146,72,21,296,12,173,1146,25.7,12.6,12.7,6.3,1.8,25.8,1.0,15.1,99.0,155,1459,1158,100.0,79.4,BW17,155,Meißen,GE,Schönfeld,J,1526,1711,29,1682,623,149,116,666,23,19,73,x,x,13,x,x,x,x,x,x,x,x,x,x,x,x,24,1687,457,168,127,680,35,35,120,6,12,2,2,4,1,5,9,22,2,SPD
14627260,Stauchitz,435,216,210,140,35,424,15,217,1677,25.9,12.9,12.5,8.3,2.1,25.3,0.9,12.9,99.1,155,2544,1692,100.0,66.5,BW17,155,Meißen,GE,Stauchitz,,2610,1709,32,1677,646,212,133,514,41,33,89,x,x,9,x,x,x,x,x,x,x,x,x,x,x,x,34,1675,493,240,124,531,29,31,137,10,24,1,4,7,5,1,16,20,2,AfD
14627270,"Strehla, Stadt",521,260,262,173,46,520,20,333,2115,24.6,12.3,12.4,8.2,2.2,24.6,0.9,15.7,99.1,155,3108,2135,100.0,68.7,BW17,155,Meißen,GE,"Strehla, Stadt",J,3143,2864,30,2834,1188,312,260,756,90,96,115,x,x,17,x,x,x,x,x,x,x,x,x,x,x,x,37,2827,819,366,273,826,73,81,230,9,57,3,1,8,5,2,16,47,11,AfD
14627290,Thiendorf,559,280,269,178,48,543,17,318,2195,25.5,12.8,12.3,8.1,2.2,24.7,0.8,14.5,99.2,155,3058,2212,100.0,72.3,BW17,155,Meißen,GE,Thiendorf,,2969,2133,27,2106,687,214,148,871,37,35,104,x,x,10,x,x,x,x,x,x,x,x,x,x,x,x,34,2099,473,232,159,901,45,51,169,5,19,3,2,7,3,0,7,22,1,AfD
14627310,Weinböhla,1526,772,783,634,251,1548,57,632,6146,24.8,12.6,12.7,10.3,4.1,25.2,0.9,10.3,99.1,155,8671,6203,100.0,71.5,BW17,155,Meißen,GE,Weinböhla,,8567,7077,84,6993,2730,759,569,2199,189,72,405,x,x,70,x,x,x,x,x,x,x,x,x,x,x,x,78,6999,1809,833,512,2381,278,80,712,29,83,18,4,23,21,23,75,111,7,SPD
14627340,Wülknitz,223,113,114,76,17,231,10,140,914,24.4,12.4,12.5,8.3,1.9,25.3,1.1,15.3,98.9,155,1326,924,100.0,69.7,BW17,155,Meißen,GE,Wülknitz,,1377,867,14,853,331,81,62,288,20,16,46,x,x,9,x,x,x,x,x,x,x,x,x,x,x,x,13,854,244,96,68,290,17,21,73,3,5,2,3,6,0,0,5,21,0,SPD
14627360,Zeithain,783,410,405,228,55,795,39,517,3193,24.5,12.8,12.7,7.1,1.7,24.9,1.2,16.2,98.8,155,4568,3232,100.0,70.8,BW17,155,Meißen,GE,Zeithain,,4754,3647,58,3589,1309,424,282,1248,77,63,154,x,x,32,x,x,x,x,x,x,x,x,x,x,x,x,55,3592,949,472,304,1302,62,84,253,16,46,5,1,3,2,2,25,60,6,SPD
14628010,"Altenberg, Stadt",1123,558,567,394,91,1158,39,639,4530,24.8,12.3,12.5,8.7,2.0,25.6,0.9,14.1,99.1,158,6385,4569,100.0,71.6,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,"Altenberg, Stadt",J,6585,5308,88,5220,1591,590,350,2114,130,x,328,x,x,73,x,x,x,x,x,x,x,44,x,x,x,x,65,5243,1336,571,386,2017,108,95,456,14,117,15,2,22,8,6,30,55,5,SPD
14628020,"Bad Gottleuba-Berggießhübel, Stadt",657,322,326,188,90,652,22,376,2611,25.2,12.3,12.5,7.2,3.4,25.0,0.8,14.4,99.2,158,4613,2633,100.0,57.1,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,"Bad Gottleuba-Berggießhübel, Stadt",J,4667,3930,57,3873,1101,561,217,1598,121,x,199,x,x,49,x,x,x,x,x,x,x,27,x,x,x,x,41,3889,982,430,264,1523,136,85,288,10,36,10,0,21,5,19,26,50,4,AfD
14628030,"Bad Schandau, Stadt",452,227,225,126,41,454,20,300,1825,24.8,12.4,12.3,6.9,2.2,24.9,1.1,16.4,98.9,158,2964,1845,100.0,62.2,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,"Bad Schandau, Stadt",J,3139,2749,40,2709,727,485,137,1079,57,x,152,x,x,50,x,x,x,x,x,x,x,22,x,x,x,x,32,2717,655,406,182,1017,65,77,189,8,34,8,3,16,3,3,9,40,2,SPD
14628040,Bahretal,326,164,166,80,35,318,15,204,1293,25.2,12.7,12.8,6.2,2.7,24.6,1.1,15.8,98.9,158,1731,1308,100.0,75.6,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,Bahretal,,1800,1290,19,1271,354,169,61,557,33,x,58,x,x,15,x,x,x,x,x,x,x,24,x,x,x,x,14,1276,319,143,87,531,33,34,79,2,14,1,2,0,1,6,7,16,1,AfD
14628050,Bannewitz,1672,837,840,793,282,1690,69,622,6736,24.8,12.4,12.5,11.8,4.2,25.1,1.0,9.2,99.0,158,8985,6805,100.0,75.7,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,Bannewitz,,8847,7379,101,7278,2290,949,542,2476,294,x,583,x,x,88,x,x,x,x,x,x,x,56,x,x,x,x,69,7310,1917,876,578,2365,302,58,843,28,72,12,7,27,14,61,62,77,11,SPD
14628060,"Dippoldiswalde, Stadt",2038,1016,1033,697,239,2066,88,1112,8201,24.9,12.4,12.6,8.5,2.9,25.2,1.1,13.6,98.9,158,11921,8289,100.0,69.5,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,"Dippoldiswalde, Stadt",,11951,9017,159,8858,2594,1250,678,3302,279,x,566,x,x,128,x,x,x,x,x,x,x,61,x,x,x,x,119,8898,2315,1177,724,3044,262,128,749,21,193,20,6,23,22,28,76,100,10,SPD
14628070,Dohma,240,122,118,77,21,241,9,150,969,24.8,12.6,12.2,7.9,2.2,24.9,0.9,15.5,99.1,158,1650,978,100.0,59.3,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,Dohma,,1619,1138,13,1125,292,148,59,509,24,x,70,x,x,14,x,x,x,x,x,x,x,9,x,x,x,x,11,1127,235,120,72,490,24,35,86,3,25,3,0,2,4,1,5,20,2,SPD
14628080,"Dohna, Stadt",938,469,488,350,126,961,41,482,3814,24.6,12.3,12.8,9.2,3.3,25.2,1.1,12.6,98.9,158,5147,3855,100.0,74.9,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,"Dohna, Stadt",J,5119,4298,71,4227,1264,614,217,1546,125,x,256,x,x,56,x,x,x,x,x,x,x,149,x,x,x,x,52,4246,1135,505,266,1523,144,48,387,18,75,13,2,16,11,14,38,45,6,SPD
14628090,Dorfhain,191,95,88,56,17,189,11,99,735,26.0,12.9,12.0,7.6,2.3,25.7,1.5,13.5,98.5,158,887,746,100.0,84.1,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,Dorfhain,,876,623,11,612,197,83,57,213,11,x,39,x,x,10,x,x,x,x,x,x,x,2,x,x,x,x,9,614,170,84,54,196,12,9,43,4,12,4,0,2,1,3,8,10,2,AfD
14628100,Dürrröhrsdorf-Dittersbach,621,313,310,202,66,626,25,363,2501,24.8,12.5,12.4,8.1,2.6,25.0,1.0,14.5,99.0,158,3479,2526,100.0,72.6,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,Dürrröhrsdorf-Dittersbach,J,3484,3208,61,3147,1001,445,215,1133,84,x,197,x,x,49,x,x,x,x,x,x,x,23,x,x,x,x,51,3157,906,379,245,1042,92,78,258,11,41,12,2,3,6,14,18,45,5,SPD
14628110,"Freital, Stadt",5405,2676,2665,1868,696,5381,237,2779,21470,25.2,12.5,12.4,8.7,3.2,25.1,1.1,12.9,98.9,158,31802,21707,100.0,68.3,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,"Freital, Stadt",,32033,23797,341,23456,6430,2886,2432,8238,782,x,2120,x,x,412,x,x,x,x,x,x,x,156,x,x,x,x,265,23532,6054,2850,2111,8201,749,277,2039,85,330,43,17,87,45,66,211,309,58,AfD
14628130,"Glashütte, Stadt",949,482,478,296,119,942,45,551,3817,24.9,12.6,12.5,7.8,3.1,24.7,1.2,14.4,98.8,158,5533,3862,100.0,69.8,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,"Glashütte, Stadt",,5592,4445,77,4368,1287,465,341,1763,133,x,266,x,x,72,x,x,x,x,x,x,x,41,x,x,x,x,71,4374,1175,418,335,1632,137,81,345,9,76,20,3,12,5,5,43,68,10,AfD
14628140,Gohrisch,273,138,139,76,32,275,8,162,1095,24.9,12.6,12.7,6.9,2.9,25.1,0.7,14.8,99.3,158,1542,1103,100.0,71.5,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,Gohrisch,,1576,1113,19,1094,211,254,43,494,22,x,49,x,x,12,x,x,x,x,x,x,x,9,x,x,x,x,18,1095,213,167,79,459,30,30,72,1,12,4,1,3,1,3,6,14,0,SPD
14628150,Hartmannsdorf-Reichenau,169,80,81,52,18,167,5,94,661,25.6,12.1,12.3,7.9,2.7,25.3,0.8,14.2,99.2,158,832,666,100.0,80.0,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,Hartmannsdorf-Reichenau,,888,654,17,637,174,59,44,284,19,x,38,x,x,10,x,x,x,x,x,x,x,9,x,x,x,x,13,641,166,52,46,257,16,17,49,2,19,2,0,2,0,1,3,9,0,AfD
14628160,"Heidenau, Stadt",2389,1185,1182,794,236,2351,102,1300,9437,25.3,12.6,12.5,8.4,2.5,24.9,1.1,13.8,98.9,158,13378,9539,100.0,71.3,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,"Heidenau, Stadt",,13469,9891,154,9737,2610,1670,708,3604,245,x,590,x,x,170,x,x,x,x,x,x,x,140,x,x,x,x,131,9760,2350,1361,782,3384,246,281,825,41,104,36,4,42,20,29,107,138,10,AfD
14628170,Hermsdorf/Erzgeb.,125,59,61,49,20,126,5,44,484,25.8,12.2,12.6,10.1,4.1,26.0,1.0,9.1,99.0,158,641,489,100.0,76.3,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,Hermsdorf/Erzgeb.,,675,471,8,463,145,46,41,183,12,x,28,x,x,5,x,x,x,x,x,x,x,3,x,x,x,x,7,464,129,50,34,163,20,5,48,2,8,1,0,0,1,0,3,0,0,SPD
14628190,"Hohnstein, Stadt",448,221,226,110,39,443,19,297,1784,25.1,12.4,12.7,6.2,2.2,24.8,1.1,16.6,98.9,158,2733,1803,100.0,66.0,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,"Hohnstein, Stadt",,2771,2085,29,2056,598,258,123,873,58,x,97,x,x,32,x,x,x,x,x,x,x,17,x,x,x,x,24,2061,536,205,150,827,45,53,128,12,26,6,1,11,4,3,19,32,3,AfD
14628205,Klingenberg,895,442,454,303,117,890,38,475,3576,25.0,12.4,12.7,8.5,3.3,24.9,1.1,13.3,98.9,158,5445,3614,100.0,66.4,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,Klingenberg,J,5583,4480,92,4388,1335,508,292,1710,146,x,296,x,x,72,x,x,x,x,x,x,x,29,x,x,x,x,70,4410,1173,496,311,1624,143,62,371,14,70,13,8,32,10,10,31,37,5,AfD
14628210,"Königstein/Sächs. Schw., Stadt",265,135,137,70,28,267,8,176,1078,24.6,12.5,12.7,6.5,2.6,24.8,0.7,16.3,99.3,158,1762,1086,100.0,61.6,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,"Königstein/Sächs. Schw., Stadt",J,1749,2121,28,2093,584,383,121,727,91,x,135,x,x,29,x,x,x,x,x,x,x,23,x,x,x,x,25,2096,553,268,178,706,69,40,164,6,35,2,3,12,7,8,10,31,4,SPD
14628220,Kreischa,530,266,260,193,71,533,25,250,2103,25.2,12.6,12.4,9.2,3.4,25.3,1.2,11.9,98.8,158,3666,2128,100.0,58.0,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,Kreischa,,3610,2930,35,2895,923,417,188,1050,88,x,177,x,x,42,x,x,x,x,x,x,x,10,x,x,x,x,39,2891,785,385,219,971,98,36,259,9,41,4,4,12,4,5,21,35,3,SPD
14628230,"Liebstadt, Stadt",180,87,92,50,14,177,7,118,718,25.1,12.1,12.8,7.0,1.9,24.7,1.0,16.4,99.0,158,1045,725,100.0,69.4,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,"Liebstadt, Stadt",,1070,777,17,760,223,119,49,292,18,x,47,x,x,8,x,x,x,x,x,x,x,4,x,x,x,x,13,764,205,97,56,290,13,15,51,3,14,2,0,0,1,5,4,6,2,AfD
14628240,Lohmen,504,241,244,147,62,488,17,292,1978,25.5,12.2,12.3,7.4,3.1,24.7,0.9,14.8,99.1,158,2596,1995,100.0,76.8,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,Lohmen,,2582,1800,34,1766,541,267,110,665,48,x,90,x,x,25,x,x,x,x,x,x,x,20,x,x,x,x,25,1775,472,218,152,648,52,21,131,2,15,7,0,3,4,6,17,27,0,AfD
14628250,Müglitztal,275,133,134,95,34,263,11,152,1086,25.3,12.2,12.3,8.7,3.1,24.2,1.0,14.0,99.0,158,1613,1097,100.0,68.0,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,Müglitztal,,1613,1148,12,1136,337,152,54,455,41,x,67,x,x,17,x,x,x,x,x,x,x,13,x,x,x,x,9,1139,267,142,58,460,33,15,98,2,15,4,1,4,4,6,8,21,1,AfD
14628260,"Neustadt in Sachsen, Stadt",1785,861,875,551,143,1714,61,1017,6946,25.7,12.4,12.6,7.9,2.1,24.7,0.9,14.6,99.1,158,10220,7007,100.0,68.6,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,"Neustadt i. Sa., Stadt",,10526,7816,138,7678,2362,1185,534,2824,158,x,434,x,x,123,x,x,x,x,x,x,x,58,x,x,x,x,122,7694,2101,1048,605,2624,160,173,620,22,94,28,7,21,10,4,51,118,8,AfD
14628270,"Pirna, Stadt",5994,2997,2998,1772,779,5987,245,3433,23960,25.0,12.5,12.5,7.4,3.3,25.0,1.0,14.3,99.0,158,32670,24205,100.0,74.1,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,"Pirna, Stadt",J,31651,23770,319,23451,6253,4673,1601,8450,674,x,1172,x,x,357,x,x,x,x,x,x,x,271,x,x,x,x,273,23497,5587,3726,1967,8013,756,459,1734,72,326,97,25,68,43,49,241,299,35,AfD
14628300,"Rabenau, Stadt",716,352,348,261,65,717,32,400,2859,25.0,12.3,12.2,9.1,2.3,25.1,1.1,14.0,98.9,158,3608,2891,100.0,80.1,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,"Rabenau, Stadt",,3632,2877,28,2849,961,312,203,1032,83,x,208,x,x,23,x,x,x,x,x,x,x,27,x,x,x,x,27,2850,860,287,213,987,62,38,266,6,53,4,3,10,8,10,16,25,2,SPD
14628310,"Rathen, Kurort",58,29,28,27,7,60,2,23,232,25.0,12.5,12.1,11.6,3.0,25.9,0.9,9.9,99.1,158,294,234,100.0,79.6,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,"Rathen, Kurort",,292,160,4,156,42,18,9,62,3,x,18,x,x,2,x,x,x,x,x,x,x,2,x,x,x,x,3,157,40,14,9,58,3,8,19,0,2,0,0,1,0,0,0,2,1,SPD
14628320,Rathmannsdorf,128,61,64,25,11,124,6,89,502,25.5,12.2,12.7,5.0,2.2,24.7,1.2,17.7,98.8,158,761,508,100.0,66.8,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,Rathmannsdorf,,773,466,7,459,115,53,35,212,10,x,17,x,x,10,x,x,x,x,x,x,x,7,x,x,x,x,6,460,94,46,46,202,8,17,21,1,5,2,1,2,1,3,2,9,0,AfD
14628330,Reinhardtsdorf-Schöna,215,102,105,54,14,208,8,147,845,25.4,12.1,12.4,6.4,1.7,24.6,0.9,17.4,99.1,158,1121,853,100.0,76.1,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,Reinhardtsdorf-Schöna,,1166,833,20,813,243,101,32,367,8,x,39,x,x,17,x,x,x,x,x,x,x,6,x,x,x,x,16,817,207,79,47,323,12,52,55,5,12,1,0,2,4,0,7,10,1,AfD
14628340,Rosenthal-Bielatal,188,96,97,57,18,190,8,116,762,24.7,12.6,12.7,7.5,2.4,24.9,1.0,15.2,99.0,158,1334,770,100.0,57.7,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,Rosenthal-Bielatal,,1344,936,25,911,279,153,40,364,23,x,30,x,x,10,x,x,x,x,x,x,x,12,x,x,x,x,14,922,237,118,57,356,19,27,66,0,15,0,0,4,2,0,9,12,0,SPD
14628360,"Sebnitz, Stadt",1328,675,672,359,134,1345,49,855,5368,24.7,12.6,12.5,6.7,2.5,25.1,0.9,15.9,99.1,158,7690,5417,100.0,70.4,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,"Sebnitz, Stadt",,8087,6079,135,5944,1566,929,330,2509,147,x,307,x,x,108,x,x,x,x,x,x,x,48,x,x,x,x,109,5970,1440,754,409,2266,153,265,399,13,74,21,3,11,13,12,27,100,10,SPD
14628370,"Stadt Wehlen, Stadt",198,99,99,67,32,191,8,100,786,25.2,12.6,12.6,8.5,4.1,24.3,1.0,12.7,99.0,158,1299,794,100.0,61.1,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,"Stadt Wehlen, Stadt",,1320,927,8,919,250,149,48,377,23,x,58,x,x,13,x,x,x,x,x,x,x,1,x,x,x,x,10,917,216,125,53,368,34,15,80,2,2,1,0,0,1,2,9,7,2,AfD
14628380,"Stolpen, Stadt",891,448,446,325,86,889,26,471,3556,25.1,12.6,12.5,9.1,2.4,25.0,0.7,13.2,99.3,158,4507,3582,100.0,79.5,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,"Stolpen, Stadt",,4593,3602,63,3539,1116,467,233,1301,92,x,244,x,x,59,x,x,x,x,x,x,x,27,x,x,x,x,49,3553,972,422,262,1214,86,85,326,18,44,10,4,10,7,15,32,41,5,AfD
14628390,Struppen,305,152,153,106,49,305,12,137,1207,25.3,12.6,12.7,8.8,4.1,25.3,1.0,11.4,99.0,158,2077,1219,100.0,58.7,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,Struppen,,2088,1391,21,1370,410,217,61,554,38,x,68,x,x,19,x,x,x,x,x,x,x,3,x,x,x,x,21,1370,323,144,84,561,54,17,118,1,12,4,5,5,4,3,16,19,0,AfD
14628400,"Tharandt, Stadt",761,378,389,262,166,782,37,348,3086,24.7,12.2,12.6,8.5,5.4,25.3,1.2,11.3,98.8,158,4478,3123,100.0,69.7,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,"Tharandt, Stadt",J,4366,3667,44,3623,1023,557,299,1204,189,x,274,x,x,42,x,x,x,x,x,x,x,35,x,x,x,x,26,3641,924,533,312,1117,197,33,311,14,56,6,2,26,7,12,43,45,3,SPD
14628410,"Wilsdruff, Stadt",2149,1053,1051,786,250,2089,93,1083,8461,25.4,12.4,12.4,9.3,3.0,24.7,1.1,12.8,98.9,158,11839,8554,100.0,72.3,BW17,158,Sächsische Schweiz-Osterzgebirge,GE,"Wilsdruff, Stadt",,11444,9166,148,9018,2925,1022,596,3433,266,x,616,x,x,98,x,x,x,x,x,x,x,62,x,x,x,x,118,9048,2532,1012,607,3290,270,106,822,22,107,21,3,21,19,44,63,103,6,AfD
14729010,"Bad Lausick, Stadt",1201,614,609,378,124,1201,47,707,4834,24.8,12.7,12.6,7.8,2.6,24.8,1.0,14.6,99.0,154,6814,4881,100.0,71.6,BW17,154,Leipzig-Land,GE,"Bad Lausick, Stadt",J,6823,5210,72,5138,1888,743,513,1535,165,x,294,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,53,5157,1675,702,548,1421,136,34,409,9,45,1,7,23,10,10,49,75,3,AfD
14729020,Belgershain,427,216,215,165,49,432,13,192,1696,25.2,12.7,12.7,9.7,2.9,25.5,0.8,11.3,99.2,154,2731,1709,100.0,62.6,BW17,154,Leipzig-Land,GE,Belgershain,,2758,1894,18,1876,609,275,207,563,83,x,139,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,21,1873,527,264,196,519,51,22,179,3,32,3,2,8,8,3,11,40,5,SPD
14729030,Bennewitz,769,378,386,235,109,745,36,421,3043,25.3,12.4,12.7,7.7,3.6,24.5,1.2,13.8,98.8,154,4215,3079,100.0,73.0,BW17,154,Leipzig-Land,GE,Bennewitz,,4205,3329,53,3276,1062,566,360,947,145,x,196,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,45,3284,959,534,363,871,117,47,255,13,27,0,4,14,4,4,20,44,8,AfD
14729040,"Böhlen, Stadt",1136,556,552,344,118,1125,51,712,4543,25.0,12.2,12.2,7.6,2.6,24.8,1.1,15.7,98.9,154,5450,4594,100.0,84.3,BW17,154,Leipzig-Land,GE,"Böhlen, Stadt",,5521,3847,65,3782,1207,771,463,1001,104,x,236,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,54,3793,1082,717,447,949,96,41,283,20,23,0,5,15,9,3,46,54,3,AfD
14729050,"Borna, Stadt",2726,1334,1356,614,203,2696,108,1886,10815,25.2,12.3,12.5,5.7,1.9,24.9,1.0,17.4,99.0,154,15884,10923,100.0,68.8,BW17,154,Leipzig-Land,GE,"Borna, Stadt",,16217,11398,168,11230,3582,2028,1320,3477,274,x,549,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,162,11236,3240,1818,1405,3333,214,131,647,47,99,9,11,27,12,10,65,149,19,AfD
