AGS,Ort,1_Gewinner,1_Partei_1_Stimmen,1_Partei_1_Anteil,1_Partei_1_Name,1_Partei_2_Stimmen,1_Partei_2_Anteil,1_Partei_2_Name,1_Partei_3_Stimmen,1_Partei_3_Anteil,1_Partei_3_Name,1_Partei_4_Stimmen,1_Partei_4_Anteil,1_Partei_4_Name,1_Partei_5_Stimmen,1_Partei_5_Anteil,1_Partei_5_Name,1_Partei_6_Stimmen,1_Partei_6_Anteil,1_Partei_6_Name,1_Partei_andere_Stimmen,1_Partei_andere_Anteil,1_Partei_andere_Name,1_ungültige Stimmen,1_gültige Stimmen,2_Gewinner,2_Partei_1_Stimmen,2_Partei_1_Anteil,2_Partei_1_Name,2_Partei_2_Stimmen,2_Partei_2_Anteil,2_Partei_2_Name,2_Partei_3_Stimmen,2_Partei_3_Anteil,2_Partei_3_Name,2_Partei_4_Stimmen,2_Partei_4_Anteil,2_Partei_4_Name,2_Partei_5_Stimmen,2_Partei_5_Anteil,2_Partei_5_Name,2_Partei_6_Stimmen,2_Partei_6_Anteil,2_Partei_6_Name,2_Partei_andere_Stimmen,2_Partei_andere_Anteil,2_Partei_andere_Name,2_ungültige Stimmen,2_gültige Stimmen,WKNr,Stimmen Wahlberechtigte,Stimmen Wähler,Anteil Wahlberechtigte,Anteil Wähler
14628010,"Altenberg, Stadt",AfD,1151,25.4,AfD,1135,25.1,SPD,565,12.5,LINKE,562,12.4,CDU,281,6.2,FDP,115,2.5,GRÜNE,715,15.8,andere Parteien,45,4524,SPD,1158,25.6,SPD,1123,24.8,AfD,567,12.5,LINKE,558,12.3,CDU,394,8.7,FDP,91,2.0,GRÜNE,639,14.1,andere Parteien,39,4530,158,6385,4569,100.0,71.6
14628020,"Bad Gottleuba-Berggießhübel, Stadt",AfD,659,25.3,AfD,642,24.6,SPD,333,12.8,LINKE,328,12.6,CDU,134,5.1,FDP,79,3.0,GRÜNE,433,16.6,andere Parteien,25,2608,AfD,657,25.2,AfD,652,25.0,SPD,326,12.5,LINKE,322,12.3,CDU,188,7.2,FDP,90,3.4,GRÜNE,376,14.4,andere Parteien,22,2611,158,4613,2633,100.0,57.1
14628030,"Bad Schandau, Stadt",AfD,456,24.9,AfD,451,24.7,SPD,228,12.5,CDU,228,12.5,LINKE,98,5.4,FDP,36,2.0,GRÜNE,331,18.1,andere Parteien,17,1828,SPD,454,24.9,SPD,452,24.8,AfD,227,12.4,CDU,225,12.3,LINKE,126,6.9,FDP,41,2.2,GRÜNE,300,16.4,andere Parteien,20,1825,158,2964,1845,100.0,62.2
14628040,Bahretal,SPD,330,25.5,SPD,326,25.2,AfD,163,12.6,CDU,163,12.6,LINKE,59,4.6,FDP,36,2.8,GRÜNE,215,16.6,andere Parteien,16,1292,AfD,326,25.2,AfD,318,24.6,SPD,166,12.8,LINKE,164,12.7,CDU,80,6.2,FDP,35,2.7,GRÜNE,204,15.8,andere Parteien,15,1293,158,1731,1308,100.0,75.6
14628050,Bannewitz,AfD,1687,25.0,AfD,1686,25.0,SPD,833,12.4,CDU,827,12.3,LINKE,544,8.1,FDP,274,4.1,GRÜNE,884,13.1,andere Parteien,70,6735,SPD,1690,25.1,SPD,1672,24.8,AfD,840,12.5,LINKE,837,12.4,CDU,793,11.8,FDP,282,4.2,GRÜNE,622,9.2,andere Parteien,69,6736,158,8985,6805,100.0,75.7
14628060,"Dippoldiswalde, Stadt",SPD,2043,24.9,SPD,2038,24.8,AfD,1025,12.5,LINKE,1012,12.3,CDU,524,6.4,FDP,255,3.1,GRÜNE,1305,15.9,andere Parteien,87,8202,SPD,2066,25.2,SPD,2038,24.9,AfD,1033,12.6,LINKE,1016,12.4,CDU,697,8.5,FDP,239,2.9,GRÜNE,1112,13.6,andere Parteien,88,8201,158,11921,8289,100.0,69.5
14628070,Dohma,AfD,245,25.3,AfD,242,25.0,SPD,124,12.8,CDU,122,12.6,LINKE,59,6.1,FDP,23,2.4,GRÜNE,153,15.8,andere Parteien,10,968,SPD,241,24.9,SPD,240,24.8,AfD,122,12.6,CDU,118,12.2,LINKE,77,7.9,FDP,21,2.2,GRÜNE,150,15.5,andere Parteien,9,969,158,1650,978,100.0,59.3
14628080,"Dohna, Stadt",AfD,953,25.0,AfD,943,24.7,SPD,478,12.5,LINKE,469,12.3,CDU,226,5.9,FDP,111,2.9,GRÜNE,634,16.6,andere Parteien,41,3814,SPD,961,25.2,SPD,938,24.6,AfD,488,12.8,LINKE,469,12.3,CDU,350,9.2,FDP,126,3.3,GRÜNE,482,12.6,andere Parteien,41,3814,158,5147,3855,100.0,74.9
14628090,Dorfhain,SPD,187,25.2,SPD,177,23.9,AfD,96,13.0,LINKE,88,11.9,CDU,50,6.7,FDP,18,2.4,GRÜNE,125,16.9,andere Parteien,5,741,AfD,191,26.0,AfD,189,25.7,SPD,95,12.9,CDU,88,12.0,LINKE,56,7.6,FDP,17,2.3,GRÜNE,99,13.5,andere Parteien,11,735,158,887,746,100.0,84.1
14628100,Dürrröhrsdorf-Dittersbach,AfD,631,25.3,AfD,624,25.0,SPD,309,12.4,LINKE,307,12.3,CDU,155,6.2,FDP,60,2.4,GRÜNE,413,16.5,andere Parteien,27,2499,SPD,626,25.0,SPD,621,24.8,AfD,313,12.5,CDU,310,12.4,LINKE,202,8.1,FDP,66,2.6,GRÜNE,363,14.5,andere Parteien,25,2501,158,3479,2526,100.0,72.6
14628110,"Freital, Stadt",AfD,5372,25.0,AfD,5352,24.9,SPD,2677,12.4,LINKE,2656,12.3,CDU,1959,9.1,FDP,730,3.4,GRÜNE,2767,12.9,andere Parteien,194,21513,AfD,5405,25.2,AfD,5381,25.1,SPD,2676,12.5,CDU,2665,12.4,LINKE,1868,8.7,FDP,696,3.2,GRÜNE,2779,12.9,andere Parteien,237,21470,158,31802,21707,100.0,68.3
14628130,"Glashütte, Stadt",AfD,964,25.2,AfD,947,24.7,SPD,482,12.6,CDU,479,12.5,LINKE,234,6.1,FDP,117,3.1,GRÜNE,604,15.8,andere Parteien,35,3827,AfD,949,24.9,AfD,942,24.7,SPD,482,12.6,CDU,478,12.5,LINKE,296,7.8,FDP,119,3.1,GRÜNE,551,14.4,andere Parteien,45,3817,158,5533,3862,100.0,69.8
14628140,Gohrisch,SPD,274,25.2,SPD,270,24.8,AfD,134,12.3,LINKE,132,12.1,CDU,56,5.1,FDP,29,2.7,GRÜNE,194,17.8,andere Parteien,14,1089,SPD,275,25.1,SPD,273,24.9,AfD,139,12.7,LINKE,138,12.6,CDU,76,6.9,FDP,32,2.9,GRÜNE,162,14.8,andere Parteien,8,1095,158,1542,1103,100.0,71.5
14628150,Hartmannsdorf-Reichenau,SPD,169,25.7,SPD,164,24.9,AfD,83,12.6,CDU,80,12.2,LINKE,40,6.1,FDP,21,3.2,GRÜNE,101,15.3,andere Parteien,8,658,AfD,169,25.6,AfD,167,25.3,SPD,81,12.3,LINKE,80,12.1,CDU,52,7.9,FDP,18,2.7,GRÜNE,94,14.2,andere Parteien,5,661,158,832,666,100.0,80.0
14628160,"Heidenau, Stadt",AfD,2363,25.0,AfD,2343,24.8,SPD,1175,12.4,CDU,1169,12.4,LINKE,569,6.0,FDP,235,2.5,GRÜNE,1587,16.8,andere Parteien,98,9441,AfD,2389,25.3,AfD,2351,24.9,SPD,1185,12.6,CDU,1182,12.5,LINKE,794,8.4,FDP,236,2.5,GRÜNE,1300,13.8,andere Parteien,102,9437,158,13378,9539,100.0,71.3
14628170,Hermsdorf/Erzgeb.,AfD,122,25.3,AfD,119,24.7,SPD,63,13.1,CDU,59,12.2,LINKE,30,6.2,FDP,12,2.5,GRÜNE,77,16.0,andere Parteien,7,482,SPD,126,26.0,SPD,125,25.8,AfD,61,12.6,LINKE,59,12.2,CDU,49,10.1,FDP,20,4.1,GRÜNE,44,9.1,andere Parteien,5,484,158,641,489,100.0,76.3
14628190,"Hohnstein, Stadt",AfD,449,25.1,AfD,448,25.1,SPD,226,12.7,LINKE,222,12.4,CDU,84,4.7,FDP,52,2.9,GRÜNE,305,17.1,andere Parteien,17,1786,AfD,448,25.1,AfD,443,24.8,SPD,226,12.7,LINKE,221,12.4,CDU,110,6.2,FDP,39,2.2,GRÜNE,297,16.6,andere Parteien,19,1784,158,2733,1803,100.0,66.0
14628205,Klingenberg,AfD,896,25.0,AfD,886,24.7,SPD,444,12.4,CDU,439,12.3,LINKE,238,6.6,FDP,116,3.2,GRÜNE,563,15.7,andere Parteien,32,3582,AfD,895,25.0,AfD,890,24.9,SPD,454,12.7,LINKE,442,12.4,CDU,303,8.5,FDP,117,3.3,GRÜNE,475,13.3,andere Parteien,38,3576,158,5445,3614,100.0,66.4
14628210,"Königstein/Sächs. Schw., Stadt",AfD,271,25.2,AfD,263,24.4,SPD,139,12.9,CDU,135,12.5,LINKE,58,5.4,FDP,42,3.9,GRÜNE,169,15.7,andere Parteien,9,1077,SPD,267,24.8,SPD,265,24.6,AfD,137,12.7,LINKE,135,12.5,CDU,70,6.5,FDP,28,2.6,GRÜNE,176,16.3,andere Parteien,8,1078,158,1762,1086,100.0,61.6
14628220,Kreischa,AfD,526,25.0,AfD,521,24.8,SPD,262,12.5,LINKE,256,12.2,CDU,129,6.1,FDP,62,2.9,GRÜNE,348,16.5,andere Parteien,24,2104,SPD,533,25.3,SPD,530,25.2,AfD,266,12.6,CDU,260,12.4,LINKE,193,9.2,FDP,71,3.4,GRÜNE,250,11.9,andere Parteien,25,2103,158,3666,2128,100.0,58.0
14628230,"Liebstadt, Stadt",AfD,178,24.8,AfD,178,24.8,SPD,91,12.7,CDU,91,12.7,LINKE,45,6.3,FDP,18,2.5,GRÜNE,116,16.2,andere Parteien,8,717,AfD,180,25.1,AfD,177,24.7,SPD,92,12.8,LINKE,87,12.1,CDU,50,7.0,FDP,14,1.9,GRÜNE,118,16.4,andere Parteien,7,718,158,1045,725,100.0,69.4
14628240,Lohmen,AfD,493,24.9,AfD,490,24.8,SPD,246,12.4,LINKE,244,12.3,CDU,102,5.2,FDP,58,2.9,GRÜNE,345,17.4,andere Parteien,17,1978,AfD,504,25.5,AfD,488,24.7,SPD,244,12.3,LINKE,241,12.2,CDU,147,7.4,FDP,62,3.1,GRÜNE,292,14.8,andere Parteien,17,1978,158,2596,1995,100.0,76.8
14628250,Müglitztal,AfD,272,25.0,AfD,270,24.8,SPD,134,12.3,LINKE,132,12.1,CDU,68,6.2,FDP,38,3.5,GRÜNE,175,16.1,andere Parteien,8,1089,AfD,275,25.3,AfD,263,24.2,SPD,134,12.3,LINKE,133,12.2,CDU,95,8.7,FDP,34,3.1,GRÜNE,152,14.0,andere Parteien,11,1086,158,1613,1097,100.0,68.0
14628260,"Neustadt in Sachsen, Stadt",SPD,1723,24.9,SPD,1695,24.5,AfD,871,12.6,LINKE,862,12.4,CDU,399,5.8,FDP,141,2.0,GRÜNE,1238,17.9,andere Parteien,78,6929,AfD,1785,25.7,AfD,1714,24.7,SPD,875,12.6,LINKE,861,12.4,CDU,551,7.9,FDP,143,2.1,GRÜNE,1017,14.6,andere Parteien,61,6946,158,10220,7007,100.0,68.6
14628270,"Pirna, Stadt",SPD,5951,24.8,SPD,5925,24.7,AfD,2994,12.5,CDU,2961,12.4,LINKE,1204,5.0,FDP,692,2.9,GRÜNE,4234,17.7,andere Parteien,244,23961,AfD,5994,25.0,AfD,5987,25.0,SPD,2998,12.5,LINKE,2997,12.5,CDU,1772,7.4,FDP,779,3.3,GRÜNE,3433,14.3,andere Parteien,245,23960,158,32670,24205,100.0,74.1
14628300,"Rabenau, Stadt",SPD,713,24.9,SPD,700,24.5,AfD,357,12.5,CDU,349,12.2,LINKE,210,7.3,FDP,82,2.9,GRÜNE,449,15.7,andere Parteien,31,2860,SPD,717,25.1,SPD,716,25.0,AfD,352,12.3,CDU,348,12.2,LINKE,261,9.1,FDP,65,2.3,GRÜNE,400,14.0,andere Parteien,32,2859,158,3608,2891,100.0,80.1
14628310,"Rathen, Kurort",AfD,61,26.3,AfD,56,24.1,SPD,28,12.1,CDU,28,12.1,LINKE,24,10.3,FDP,6,2.6,GRÜNE,29,12.5,andere Parteien,2,232,SPD,60,25.9,SPD,58,25.0,AfD,29,12.5,CDU,28,12.1,LINKE,27,11.6,FDP,7,3.0,GRÜNE,23,9.9,andere Parteien,2,232,158,294,234,100.0,79.6
14628320,Rathmannsdorf,AfD,128,25.5,AfD,126,25.1,SPD,63,12.5,CDU,61,12.2,LINKE,23,4.6,FDP,13,2.6,GRÜNE,88,17.5,andere Parteien,6,502,AfD,128,25.5,AfD,124,24.7,SPD,64,12.7,LINKE,61,12.2,CDU,25,5.0,FDP,11,2.2,GRÜNE,89,17.7,andere Parteien,6,502,158,761,508,100.0,66.8
14628330,Reinhardtsdorf-Schöna,SPD,213,25.2,SPD,211,25.0,AfD,108,12.8,LINKE,106,12.5,CDU,44,5.2,FDP,11,1.3,GRÜNE,152,18.0,andere Parteien,8,845,AfD,215,25.4,AfD,208,24.6,SPD,105,12.4,LINKE,102,12.1,CDU,54,6.4,FDP,14,1.7,GRÜNE,147,17.4,andere Parteien,8,845,158,1121,853,100.0,76.1
14628340,Rosenthal-Bielatal,AfD,194,25.5,AfD,191,25.1,SPD,94,12.4,CDU,94,12.4,LINKE,30,3.9,FDP,22,2.9,GRÜNE,136,17.9,andere Parteien,9,761,SPD,190,24.9,SPD,188,24.7,AfD,97,12.7,LINKE,96,12.6,CDU,57,7.5,FDP,18,2.4,GRÜNE,116,15.2,andere Parteien,8,762,158,1334,770,100.0,57.7
14628360,"Sebnitz, Stadt",SPD,1343,25.0,SPD,1332,24.8,AfD,680,12.7,LINKE,674,12.6,CDU,274,5.1,FDP,135,2.5,GRÜNE,925,17.2,andere Parteien,54,5363,SPD,1345,25.1,SPD,1328,24.7,AfD,675,12.6,CDU,672,12.5,LINKE,359,6.7,FDP,134,2.5,GRÜNE,855,15.9,andere Parteien,49,5368,158,7690,5417,100.0,70.4
14628370,"Stadt Wehlen, Stadt",AfD,194,24.7,AfD,191,24.3,SPD,101,12.9,LINKE,96,12.2,CDU,51,6.5,FDP,23,2.9,GRÜNE,129,16.4,andere Parteien,9,785,AfD,198,25.2,AfD,191,24.3,SPD,99,12.6,CDU,99,12.6,LINKE,67,8.5,FDP,32,4.1,GRÜNE,100,12.7,andere Parteien,8,786,158,1299,794,100.0,61.1
14628380,"Stolpen, Stadt",SPD,904,25.5,SPD,887,25.0,AfD,453,12.8,CDU,438,12.3,LINKE,242,6.8,FDP,90,2.5,GRÜNE,537,15.1,andere Parteien,31,3551,AfD,891,25.1,AfD,889,25.0,SPD,448,12.6,CDU,446,12.5,LINKE,325,9.1,FDP,86,2.4,GRÜNE,471,13.2,andere Parteien,26,3556,158,4507,3582,100.0,79.5
14628390,Struppen,AfD,301,24.9,AfD,300,24.9,SPD,153,12.7,CDU,150,12.4,LINKE,69,5.7,FDP,39,3.2,GRÜNE,195,16.2,andere Parteien,12,1207,AfD,305,25.3,AfD,305,25.3,SPD,153,12.7,LINKE,152,12.6,CDU,106,8.8,FDP,49,4.1,GRÜNE,137,11.4,andere Parteien,12,1207,158,2077,1219,100.0,58.7
14628400,"Tharandt, Stadt",SPD,780,25.2,SPD,772,25.0,AfD,394,12.7,LINKE,387,12.5,CDU,234,7.6,FDP,158,5.1,GRÜNE,367,11.9,andere Parteien,31,3092,SPD,782,25.3,SPD,761,24.7,AfD,389,12.6,LINKE,378,12.2,CDU,262,8.5,FDP,166,5.4,GRÜNE,348,11.3,andere Parteien,37,3086,158,4478,3123,100.0,69.7
14628410,"Wilsdruff, Stadt",AfD,2128,25.1,AfD,2100,24.8,SPD,1062,12.5,CDU,1054,12.4,LINKE,564,6.7,FDP,252,3.0,GRÜNE,1314,15.5,andere Parteien,80,8474,AfD,2149,25.4,AfD,2089,24.7,SPD,1053,12.4,CDU,1051,12.4,LINKE,786,9.3,FDP,250,3.0,GRÜNE,1083,12.8,andere Parteien,93,8461,158,11839,8554,100.0,72.3
14713000,Leipzig,CDU,66615,22.0,CDU,60515,20.0,GRÜNE,45374,15.0,AfD,41691,13.8,SPD,38612,12.7,LINKE,18866,6.2,FDP,31391,10.4,andere Parteien,9506,303064,CDU,66897,22.0,CDU,60575,20.0,GRÜNE,41796,13.8,SPD,38645,12.7,LINKE,35692,11.8,AfD,19069,6.3,FDP,40763,13.4,andere Parteien,9133,303437,152-153,454810,312570,100.0,68.7
14729010,"Bad Lausick, Stadt",AfD,1230,25.4,AfD,1201,24.8,SPD,609,12.6,LINKE,606,12.5,CDU,278,5.7,FDP,157,3.2,GRÜNE,754,15.6,andere Parteien,46,4835,AfD,1201,24.8,AfD,1201,24.8,SPD,614,12.7,CDU,609,12.6,LINKE,378,7.8,FDP,124,2.6,GRÜNE,707,14.6,andere Parteien,47,4834,154,6814,4881,100.0,71.6
14729020,Belgershain,AfD,425,25.1,AfD,422,24.9,SPD,211,12.5,CDU,209,12.3,LINKE,131,7.7,FDP,74,4.4,GRÜNE,222,13.1,andere Parteien,15,1694,SPD,432,25.5,SPD,427,25.2,AfD,216,12.7,CDU,215,12.7,LINKE,165,9.7,FDP,49,2.9,GRÜNE,192,11.3,andere Parteien,13,1696,154,2731,1709,100.0,62.6
14729030,Bennewitz,SPD,766,25.1,SPD,758,24.9,AfD,383,12.6,CDU,382,12.5,LINKE,180,5.9,FDP,137,4.5,GRÜNE,440,14.4,andere Parteien,33,3046,AfD,769,25.3,AfD,745,24.5,SPD,386,12.7,LINKE,378,12.4,CDU,235,7.7,FDP,109,3.6,GRÜNE,421,13.8,andere Parteien,36,3043,154,4215,3079,100.0,73.0
14729040,"Böhlen, Stadt",SPD,1141,25.1,SPD,1135,24.9,AfD,567,12.5,CDU,564,12.4,LINKE,282,6.2,FDP,124,2.7,GRÜNE,738,16.2,andere Parteien,43,4551,AfD,1136,25.0,AfD,1125,24.8,SPD,556,12.2,CDU,552,12.2,LINKE,344,7.6,FDP,118,2.6,GRÜNE,712,15.7,andere Parteien,51,4543,154,5450,4594,100.0,84.3
14729050,"Borna, Stadt",AfD,2696,24.9,AfD,2686,24.8,SPD,1351,12.5,LINKE,1334,12.3,CDU,531,4.9,FDP,266,2.5,GRÜNE,1947,18.0,andere Parteien,112,10811,AfD,2726,25.2,AfD,2696,24.9,SPD,1356,12.5,LINKE,1334,12.3,CDU,614,5.7,FDP,203,1.9,GRÜNE,1886,17.4,andere Parteien,108,10815,154,15884,10923,100.0,68.8
14729060,Borsdorf,AfD,1265,25.2,AfD,1263,25.2,SPD,628,12.5,CDU,626,12.5,LINKE,347,6.9,FDP,239,4.8,GRÜNE,646,12.9,andere Parteien,52,5014,SPD,1260,25.2,SPD,1237,24.7,AfD,625,12.5,CDU,617,12.3,LINKE,444,8.9,FDP,202,4.0,GRÜNE,619,12.4,andere Parteien,62,5004,154,6734,5066,100.0,75.2
14729070,"Brandis, Stadt",SPD,1511,25.2,SPD,1485,24.7,AfD,758,12.6,CDU,754,12.6,LINKE,412,6.9,FDP,269,4.5,GRÜNE,814,13.6,andere Parteien,65,6003,AfD,1521,25.4,AfD,1480,24.7,SPD,755,12.6,CDU,741,12.4,LINKE,507,8.5,FDP,234,3.9,GRÜNE,759,12.7,andere Parteien,71,5997,154,7889,6068,100.0,76.9
14729080,"Colditz, Stadt",SPD,1370,25.2,SPD,1352,24.8,AfD,684,12.6,LINKE,678,12.4,CDU,428,7.9,FDP,150,2.8,GRÜNE,785,14.4,andere Parteien,63,5447,AfD,1381,25.3,AfD,1357,24.9,SPD,681,12.5,LINKE,679,12.5,CDU,451,8.3,FDP,95,1.7,GRÜNE,808,14.8,andere Parteien,58,5452,154,6964,5510,100.0,79.1
14729100,Elstertrebnitz,SPD,197,25.0,SPD,193,24.5,AfD,103,13.1,CDU,100,12.7,LINKE,48,6.1,FDP,23,2.9,GRÜNE,124,15.7,andere Parteien,7,788,SPD,201,25.6,SPD,191,24.3,AfD,98,12.5,CDU,93,11.8,LINKE,82,10.4,FDP,20,2.5,GRÜNE,100,12.7,andere Parteien,10,785,154,1312,795,100.0,60.6
14729140,"Frohburg, Stadt",AfD,1937,25.3,AfD,1925,25.1,SPD,964,12.6,LINKE,955,12.5,CDU,393,5.1,FDP,207,2.7,GRÜNE,1285,16.8,andere Parteien,84,7666,AfD,1920,25.0,AfD,1895,24.7,SPD,965,12.6,CDU,958,12.5,LINKE,511,6.7,FDP,174,2.3,GRÜNE,1255,16.3,andere Parteien,72,7678,154,10526,7750,100.0,73.6
14729150,"Geithain, Stadt",AfD,1209,25.2,AfD,1197,24.9,SPD,604,12.6,LINKE,595,12.4,CDU,236,4.9,FDP,149,3.1,GRÜNE,808,16.8,andere Parteien,48,4798,AfD,1209,25.3,AfD,1202,25.1,SPD,594,12.4,LINKE,585,12.2,CDU,286,6.0,FDP,125,2.6,GRÜNE,786,16.4,andere Parteien,59,4787,154,5689,4846,100.0,85.2
14729160,"Grimma, Stadt",AfD,3882,25.3,AfD,3854,25.1,SPD,1932,12.6,CDU,1928,12.5,LINKE,895,5.8,FDP,512,3.3,GRÜNE,2365,15.4,andere Parteien,167,15368,SPD,3899,25.3,SPD,3861,25.1,AfD,1922,12.5,CDU,1912,12.4,LINKE,1076,7.0,FDP,417,2.7,GRÜNE,2318,15.0,andere Parteien,130,15405,154,23192,15535,100.0,67.0
14729170,"Groitzsch, Stadt",SPD,1192,24.9,SPD,1190,24.9,AfD,603,12.6,CDU,594,12.4,LINKE,279,5.8,FDP,164,3.4,GRÜNE,762,15.9,andere Parteien,50,4784,AfD,1207,25.2,AfD,1199,25.0,SPD,600,12.5,CDU,600,12.5,LINKE,393,8.2,FDP,141,2.9,GRÜNE,648,13.5,andere Parteien,46,4788,154,6431,4834,100.0,75.2
14729190,Großpösna,LINKE,557,16.2,LINKE,388,11.3,CDU,276,8.0,GRÜNE,249,7.2,SPD,203,5.9,FDP,41,1.2,AfD,1731,50.2,andere Parteien,109,3445,CDU,368,10.6,CDU,287,8.2,LINKE,175,5.0,SPD,157,4.5,GRÜNE,128,3.7,FDP,36,1.0,AfD,2334,67.0,andere Parteien,69,3485,154,4440,3554,100.0,80.0
14729220,"Kitzscher, Stadt",SPD,734,24.9,SPD,732,24.9,AfD,365,12.4,LINKE,361,12.3,CDU,134,4.6,FDP,75,2.5,GRÜNE,544,18.5,andere Parteien,33,2945,AfD,729,24.7,AfD,726,24.6,SPD,375,12.7,LINKE,373,12.6,CDU,160,5.4,FDP,57,1.9,GRÜNE,532,18.0,andere Parteien,26,2952,154,4257,2978,100.0,70.0
14729245,Lossatal,CDU,1119,33.3,CDU,876,26.1,AfD,354,10.5,LINKE,198,5.9,SPD,120,3.6,GRÜNE,81,2.4,FDP,610,18.2,andere Parteien,44,3358,CDU,1164,34.6,CDU,1008,30.0,AfD,268,8.0,LINKE,232,6.9,SPD,131,3.9,GRÜNE,122,3.6,FDP,437,13.0,andere Parteien,40,3362,154,5048,3402,100.0,67.4
14729250,Machern,AfD,917,25.3,AfD,904,24.9,SPD,450,12.4,CDU,449,12.4,LINKE,281,7.7,FDP,165,4.5,GRÜNE,463,12.8,andere Parteien,35,3629,AfD,903,24.9,AfD,885,24.4,SPD,457,12.6,LINKE,440,12.1,CDU,368,10.2,FDP,136,3.8,GRÜNE,433,12.0,andere Parteien,42,3622,154,5510,3664,100.0,66.5
14729260,"Markkleeberg, Stadt",SPD,3642,25.0,SPD,3611,24.8,AfD,1838,12.6,CDU,1820,12.5,LINKE,1141,7.8,GRÜNE,1084,7.4,FDP,1422,9.8,andere Parteien,152,14558,SPD,3658,25.1,SPD,3627,24.9,AfD,1816,12.5,LINKE,1815,12.5,CDU,1545,10.6,FDP,996,6.8,GRÜNE,1106,7.6,andere Parteien,147,14563,154,20201,14710,100.0,72.8
14729270,"Markranstädt, Stadt",AfD,2467,25.1,AfD,2419,24.6,SPD,1239,12.6,LINKE,1230,12.5,CDU,668,6.8,FDP,393,4.0,GRÜNE,1413,14.4,andere Parteien,94,9829,SPD,2496,25.4,SPD,2448,24.9,AfD,1221,12.4,CDU,1217,12.4,LINKE,888,9.0,FDP,300,3.1,GRÜNE,1261,12.8,andere Parteien,92,9831,154,13241,9923,100.0,74.9
14729300,"Naunhof, Stadt",SPD,1327,25.0,SPD,1323,24.9,AfD,670,12.6,LINKE,663,12.5,CDU,446,8.4,FDP,236,4.4,GRÜNE,641,12.1,andere Parteien,54,5306,AfD,1327,25.0,AfD,1321,24.9,SPD,661,12.5,CDU,653,12.3,LINKE,530,10.0,FDP,207,3.9,GRÜNE,610,11.5,andere Parteien,51,5309,154,7169,5360,100.0,74.8
14729320,Neukieritzsch,AfD,947,24.9,AfD,928,24.4,SPD,483,12.7,LINKE,478,12.5,CDU,205,5.4,FDP,94,2.5,GRÜNE,674,17.7,andere Parteien,36,3809,AfD,949,24.9,AfD,941,24.7,SPD,481,12.6,CDU,476,12.5,LINKE,276,7.3,FDP,78,2.0,GRÜNE,605,15.9,andere Parteien,39,3806,154,5924,3845,100.0,64.9
14729330,Otterwisch,SPD,240,25.9,SPD,225,24.3,AfD,119,12.9,LINKE,114,12.3,CDU,57,6.2,FDP,25,2.7,GRÜNE,146,15.8,andere Parteien,12,926,AfD,228,24.6,AfD,222,23.9,SPD,120,12.9,CDU,113,12.2,LINKE,80,8.6,FDP,16,1.7,GRÜNE,148,16.0,andere Parteien,11,927,154,1114,938,100.0,84.2
14729340,Parthenstein,SPD,431,25.1,SPD,421,24.5,AfD,218,12.7,CDU,217,12.6,LINKE,115,6.7,FDP,53,3.1,GRÜNE,261,15.2,andere Parteien,20,1716,SPD,433,25.1,SPD,428,24.8,AfD,222,12.9,LINKE,220,12.8,CDU,150,8.7,FDP,38,2.2,GRÜNE,232,13.5,andere Parteien,13,1723,154,2915,1736,100.0,59.6
14729350,"Pegau, Stadt",SPD,1290,25.4,SPD,1282,25.2,AfD,646,12.7,LINKE,638,12.6,CDU,351,6.9,FDP,186,3.7,GRÜNE,688,13.5,andere Parteien,56,5081,SPD,1276,25.2,SPD,1241,24.5,AfD,629,12.4,LINKE,628,12.4,CDU,432,8.5,FDP,173,3.4,GRÜNE,694,13.7,andere Parteien,64,5073,154,6556,5137,100.0,78.4
14729360,"Regis-Breitingen, Stadt",AfD,584,25.4,AfD,570,24.8,SPD,285,12.4,CDU,284,12.4,LINKE,128,5.6,FDP,69,3.0,GRÜNE,378,16.4,andere Parteien,27,2298,SPD,581,25.2,SPD,567,24.6,AfD,286,12.4,CDU,285,12.4,LINKE,167,7.2,FDP,40,1.7,GRÜNE,378,16.4,andere Parteien,21,2304,154,3197,2325,100.0,72.7
14729370,"Rötha, Stadt",AfD,830,25.1,AfD,801,24.2,SPD,418,12.6,CDU,415,12.5,LINKE,224,6.8,FDP,118,3.6,GRÜNE,504,15.2,andere Parteien,37,3310,AfD,847,25.6,AfD,830,25.1,SPD,416,12.6,LINKE,415,12.5,CDU,290,8.8,FDP,105,3.2,GRÜNE,408,12.3,andere Parteien,36,3311,154,4991,3347,100.0,67.1
14729380,Thallwitz,AfD,418,25.6,AfD,414,25.3,SPD,206,12.6,CDU,202,12.4,LINKE,98,6.0,FDP,61,3.7,GRÜNE,235,14.4,andere Parteien,17,1634,AfD,413,25.3,AfD,404,24.7,SPD,203,12.4,CDU,201,12.3,LINKE,125,7.6,FDP,41,2.5,GRÜNE,247,15.1,andere Parteien,17,1634,154,2911,1651,100.0,56.7
